archive_path,source_path,tensor_index,tensor_name,role,dtype,shape,source_tensor_bytes,archive_record_bytes,program_bytes,record_framing_bytes,saved_bytes_vs_record,source_over_record_ratio,record_percent_of_source,program_selection,root_operator,node_count,max_depth,literal_count,literal_semantic_storage_bytes,literal_body_bytes,operator_counts,operator_exclusive_bytes,literal_codec_counts,literal_codec_body_bytes,literal_codec_semantic_bytes,literal_codec_payload_bytes,stored_xxh3_64_le_bytes_hex
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,44,model.layers.4.self_attn.q_proj.weight,attention,BF16,4096x4096,33554432,22274486,22274424,62,11279946,1.50640656759,66.3831412792,synthesized,merge.fields,3,2,2,50331648,22274395,"{""literal"":2,""merge.fields"":1}","{""literal"":22274415,""merge.fields"":4}","{""rans"":2}","{""rans"":22274395}","{""rans"":50331648}","{""rans"":22271145}",6e284c98e622bee2
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,45,model.layers.4.self_attn.v_proj.weight,attention,BF16,1024x4096,8388608,5535891,5535829,62,2852717,1.51531307246,65.9929633141,synthesized,merge.fields,3,2,2,12582912,5535801,"{""literal"":2,""merge.fields"":1}","{""literal"":5535820,""merge.fields"":4}","{""rans"":2}","{""rans"":5535801}","{""rans"":12582912}","{""rans"":5532943}",1de9164546371123
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,46,model.layers.5.input_layernorm.weight,norm,BF16,4096,8192,3578,3523,55,4614,2.28954723309,43.6767578125,synthesized,merge.fields,3,2,2,12288,3502,"{""literal"":2,""merge.fields"":1}","{""literal"":3514,""merge.fields"":4}","{""bitpack"":1,""huffman"":1}","{""bitpack"":2050,""huffman"":1452}","{""bitpack"":4096,""huffman"":8192}","{""bitpack"":2048,""huffman"":1339}",2f74656e7963e726
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,47,model.layers.5.mlp.down_proj.weight,mlp,BF16,4096x14336,117440512,77120953,77120894,59,40319559,1.52280939786,65.6681001186,synthesized,merge.fields,3,2,2,176160768,77120865,"{""literal"":2,""merge.fields"":1}","{""literal"":77120885,""merge.fields"":4}","{""rans"":2}","{""rans"":77120865}","{""rans"":176160768}","{""rans"":77117223}",57b4c9086ab559e2
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,48,model.layers.5.mlp.gate_proj.weight,mlp,BF16,14336x4096,117440512,77214894,77214835,59,40225618,1.52095672112,65.7480904034,synthesized,merge.fields,3,2,2,176160768,77214806,"{""literal"":2,""merge.fields"":1}","{""literal"":77214826,""merge.fields"":4}","{""rans"":2}","{""rans"":77214806}","{""rans"":176160768}","{""rans"":77211284}",87962a770d74c41e
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,49,model.layers.5.mlp.up_proj.weight,mlp,BF16,14336x4096,117440512,77078542,77078485,57,40361970,1.52364729473,65.6319873674,synthesized,merge.fields,3,2,2,176160768,77078456,"{""literal"":2,""merge.fields"":1}","{""literal"":77078476,""merge.fields"":4}","{""rans"":2}","{""rans"":77078456}","{""rans"":176160768}","{""rans"":77074950}",cf7bd68bd1e2e3d0
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,50,model.layers.5.post_attention_layernorm.weight,norm,BF16,4096,8192,2953,2889,64,5239,2.77412800542,36.0473632812,synthesized,merge.fields,3,2,2,12288,2868,"{""literal"":2,""merge.fields"":1}","{""literal"":2880,""merge.fields"":4}","{""huffman"":1,""rans"":1}","{""huffman"":1995,""rans"":873}","{""huffman"":4096,""rans"":8192}","{""huffman"":1902,""rans"":740}",050b6c2b68c415a8
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,51,model.layers.5.self_attn.k_proj.weight,attention,BF16,1024x4096,8388608,5582401,5582339,62,2806207,1.50268818023,66.5474057198,synthesized,merge.fields,3,2,2,12582912,5582311,"{""literal"":2,""merge.fields"":1}","{""literal"":5582330,""merge.fields"":4}","{""rans"":2}","{""rans"":5582311}","{""rans"":12582912}","{""rans"":5579325}",e652606529dd83f5
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,52,model.layers.5.self_attn.o_proj.weight,attention,BF16,4096x4096,33554432,22108537,22108475,62,11445895,1.51771381345,65.8885747194,synthesized,merge.fields,3,2,2,50331648,22108446,"{""literal"":2,""merge.fields"":1}","{""literal"":22108466,""merge.fields"":4}","{""rans"":2}","{""rans"":22108446}","{""rans"":50331648}","{""rans"":22105060}",410c6d897e93804b
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,53,model.layers.5.self_attn.q_proj.weight,attention,BF16,4096x4096,33554432,22300280,22300218,62,11254152,1.50466415668,66.4600133896,synthesized,merge.fields,3,2,2,50331648,22300189,"{""literal"":2,""merge.fields"":1}","{""literal"":22300209,""merge.fields"":4}","{""rans"":2}","{""rans"":22300189}","{""rans"":50331648}","{""rans"":22296979}",649601f455cec966
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,54,model.layers.5.self_attn.v_proj.weight,attention,BF16,1024x4096,8388608,5524705,5524643,62,2863903,1.51838116243,65.8596158028,synthesized,merge.fields,3,2,2,12582912,5524615,"{""literal"":2,""merge.fields"":1}","{""literal"":5524634,""merge.fields"":4}","{""rans"":2}","{""rans"":5524615}","{""rans"":12582912}","{""rans"":5521749}",b0a96d55e752af65
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,55,model.layers.6.input_layernorm.weight,norm,BF16,4096,8192,3435,3380,55,4757,2.38486171761,41.9311523438,synthesized,merge.fields,3,2,2,12288,3359,"{""literal"":2,""merge.fields"":1}","{""literal"":3371,""merge.fields"":4}","{""bitpack"":1,""huffman"":1}","{""bitpack"":2050,""huffman"":1309}","{""bitpack"":4096,""huffman"":8192}","{""bitpack"":2048,""huffman"":1211}",7b74ceda5fd822ed
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,56,model.layers.6.mlp.down_proj.weight,mlp,BF16,4096x14336,117440512,77146016,77145957,59,40294496,1.52231467144,65.689441136,synthesized,merge.fields,3,2,2,176160768,77145928,"{""literal"":2,""merge.fields"":1}","{""literal"":77145948,""merge.fields"":4}","{""rans"":2}","{""rans"":77145928}","{""rans"":176160768}","{""rans"":77142326}",18f758e88c2dbe45
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,57,model.layers.6.mlp.gate_proj.weight,mlp,BF16,14336x4096,117440512,77269220,77269161,59,40171292,1.51988737559,65.7943487167,synthesized,merge.fields,3,2,2,176160768,77269132,"{""literal"":2,""merge.fields"":1}","{""literal"":77269152,""merge.fields"":4}","{""rans"":2}","{""rans"":77269132}","{""rans"":176160768}","{""rans"":77265538}",0eb59350929fee96
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,58,model.layers.6.mlp.up_proj.weight,mlp,BF16,14336x4096,117440512,77077908,77077851,57,40362604,1.5236598274,65.6314475196,synthesized,merge.fields,3,2,2,176160768,77077822,"{""literal"":2,""merge.fields"":1}","{""literal"":77077842,""merge.fields"":4}","{""rans"":2}","{""rans"":77077822}","{""rans"":176160768}","{""rans"":77074324}",01df7e0500753461
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,59,model.layers.6.post_attention_layernorm.weight,norm,BF16,4096,8192,2838,2774,64,5354,2.88653981677,34.6435546875,synthesized,merge.fields,3,2,2,12288,2753,"{""literal"":2,""merge.fields"":1}","{""literal"":2765,""merge.fields"":4}","{""bitpack"":1,""rans"":1}","{""bitpack"":2050,""rans"":703}","{""bitpack"":4096,""rans"":8192}","{""bitpack"":2048,""rans"":586}",79884507e8b06bcf
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,60,model.layers.6.self_attn.k_proj.weight,attention,BF16,1024x4096,8388608,5550376,5550314,62,2838232,1.51135850977,66.16563797,synthesized,merge.fields,3,2,2,12582912,5550286,"{""literal"":2,""merge.fields"":1}","{""literal"":5550305,""merge.fields"":4}","{""rans"":2}","{""rans"":5550286}","{""rans"":12582912}","{""rans"":5547380}",40bd158604d7e6fc
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,61,model.layers.6.self_attn.o_proj.weight,attention,BF16,4096x4096,33554432,22068207,22068145,62,11486225,1.52048745963,65.7683819532,synthesized,merge.fields,3,2,2,50331648,22068116,"{""literal"":2,""merge.fields"":1}","{""literal"":22068136,""merge.fields"":4}","{""rans"":2}","{""rans"":22068116}","{""rans"":50331648}","{""rans"":22064778}",0eab53839eacad4e
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,62,model.layers.6.self_attn.q_proj.weight,attention,BF16,4096x4096,33554432,22236760,22236698,62,11317672,1.50896227688,66.2707090378,synthesized,merge.fields,3,2,2,50331648,22236669,"{""literal"":2,""merge.fields"":1}","{""literal"":22236689,""merge.fields"":4}","{""rans"":2}","{""rans"":22236669}","{""rans"":50331648}","{""rans"":22233435}",591c853bbf3e0ab7
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,63,model.layers.6.self_attn.v_proj.weight,attention,BF16,1024x4096,8388608,5522876,5522814,62,2865732,1.51888400174,65.8378124237,synthesized,merge.fields,3,2,2,12582912,5522786,"{""literal"":2,""merge.fields"":1}","{""literal"":5522805,""merge.fields"":4}","{""rans"":2}","{""rans"":5522786}","{""rans"":12582912}","{""rans"":5519944}",1c46c34eab0f65ea
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,64,model.layers.7.input_layernorm.weight,norm,BF16,4096,8192,3400,3345,55,4792,2.40941176471,41.50390625,synthesized,merge.fields,3,2,2,12288,3324,"{""literal"":2,""merge.fields"":1}","{""literal"":3336,""merge.fields"":4}","{""bitpack"":1,""huffman"":1}","{""bitpack"":2050,""huffman"":1274}","{""bitpack"":4096,""huffman"":8192}","{""bitpack"":2048,""huffman"":1171}",e898370499df6658
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,65,model.layers.7.mlp.down_proj.weight,mlp,BF16,4096x14336,117440512,77207129,77207070,59,40233383,1.52110968924,65.7414785453,synthesized,merge.fields,3,2,2,176160768,77207041,"{""literal"":2,""merge.fields"":1}","{""literal"":77207061,""merge.fields"":4}","{""rans"":2}","{""rans"":77207041}","{""rans"":176160768}","{""rans"":77203367}",d48c2567ad70e40a
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,66,model.layers.7.mlp.gate_proj.weight,mlp,BF16,14336x4096,117440512,77320660,77320601,59,40119852,1.51887622273,65.8381496157,synthesized,merge.fields,3,2,2,176160768,77320572,"{""literal"":2,""merge.fields"":1}","{""literal"":77320592,""merge.fields"":4}","{""rans"":2}","{""rans"":77320572}","{""rans"":176160768}","{""rans"":77317026}",48d5e9d5afed81b2
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,67,model.layers.7.mlp.up_proj.weight,mlp,BF16,14336x4096,117440512,77086581,77086524,57,40353931,1.52348840066,65.6388325351,synthesized,merge.fields,3,2,2,176160768,77086495,"{""literal"":2,""merge.fields"":1}","{""literal"":77086515,""merge.fields"":4}","{""rans"":2}","{""rans"":77086495}","{""rans"":176160768}","{""rans"":77083029}",39c4df9b42c56b63
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,68,model.layers.7.post_attention_layernorm.weight,norm,BF16,4096,8192,2910,2846,64,5282,2.81512027491,35.5224609375,synthesized,merge.fields,3,2,2,12288,2825,"{""literal"":2,""merge.fields"":1}","{""literal"":2837,""merge.fields"":4}","{""bitpack"":1,""rans"":1}","{""bitpack"":2050,""rans"":775}","{""bitpack"":4096,""rans"":8192}","{""bitpack"":2048,""rans"":674}",acedcca79f18a9fa
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,69,model.layers.7.self_attn.k_proj.weight,attention,BF16,1024x4096,8388608,5552056,5551994,62,2836552,1.51090118688,66.1856651306,synthesized,merge.fields,5,3,3,16777216,5551953,"{""literal"":3,""merge.fields"":2}","{""literal"":5551981,""merge.fields"":8}","{""bitpack"":1,""rans"":2}","{""bitpack"":524290,""rans"":5027663}","{""bitpack"":4194304,""rans"":12582912}","{""bitpack"":524288,""rans"":5024789}",174bdf524b377008
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,70,model.layers.7.self_attn.o_proj.weight,attention,BF16,4096x4096,33554432,22085868,22085806,62,11468564,1.51927159938,65.8210158348,synthesized,merge.fields,3,2,2,50331648,22085777,"{""literal"":2,""merge.fields"":1}","{""literal"":22085797,""merge.fields"":4}","{""rans"":2}","{""rans"":22085777}","{""rans"":50331648}","{""rans"":22082431}",3d930a095c7093b8
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,71,model.layers.7.self_attn.q_proj.weight,attention,BF16,4096x4096,33554432,22257725,22257663,62,11296707,1.50754095488,66.3331896067,synthesized,merge.fields,3,2,2,50331648,22257634,"{""literal"":2,""merge.fields"":1}","{""literal"":22257654,""merge.fields"":4}","{""rans"":2}","{""rans"":22257634}","{""rans"":50331648}","{""rans"":22254464}",1d394ae7672c4975
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,72,model.layers.7.self_attn.v_proj.weight,attention,BF16,1024x4096,8388608,5521798,5521736,62,2866810,1.51918052779,65.8249616623,synthesized,merge.fields,3,2,2,12582912,5521708,"{""literal"":2,""merge.fields"":1}","{""literal"":5521727,""merge.fields"":4}","{""rans"":2}","{""rans"":5521708}","{""rans"":12582912}","{""rans"":5518818}",9d95a320d518ba43
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,73,model.layers.8.input_layernorm.weight,norm,BF16,4096,8192,3475,3420,55,4717,2.35741007194,42.4194335938,synthesized,merge.fields,3,2,2,12288,3399,"{""literal"":2,""merge.fields"":1}","{""literal"":3411,""merge.fields"":4}","{""bitpack"":1,""huffman"":1}","{""bitpack"":2050,""huffman"":1349}","{""bitpack"":4096,""huffman"":8192}","{""bitpack"":2048,""huffman"":1246}",040f03e6bcf874e1
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,74,model.layers.8.mlp.down_proj.weight,mlp,BF16,4096x14336,117440512,77233130,77233071,59,40207382,1.52059759847,65.7636182649,synthesized,merge.fields,3,2,2,176160768,77233042,"{""literal"":2,""merge.fields"":1}","{""literal"":77233062,""merge.fields"":4}","{""rans"":2}","{""rans"":77233042}","{""rans"":176160768}","{""rans"":77229288}",d99e75915ad90d56
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,75,model.layers.8.mlp.gate_proj.weight,mlp,BF16,14336x4096,117440512,77346596,77346537,59,40093916,1.51836691042,65.8602339881,synthesized,merge.fields,3,2,2,176160768,77346508,"{""literal"":2,""merge.fields"":1}","{""literal"":77346528,""merge.fields"":4}","{""rans"":2}","{""rans"":77346508}","{""rans"":176160768}","{""rans"":77343018}",defee3eeefc3a94c
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,76,model.layers.8.mlp.up_proj.weight,mlp,BF16,14336x4096,117440512,77088420,77088363,57,40352092,1.52345205674,65.6403984342,synthesized,merge.fields,3,2,2,176160768,77088334,"{""literal"":2,""merge.fields"":1}","{""literal"":77088354,""merge.fields"":4}","{""rans"":2}","{""rans"":77088334}","{""rans"":176160768}","{""rans"":77084796}",3d8bd13cd4bdc7d7
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,77,model.layers.8.post_attention_layernorm.weight,norm,BF16,4096,8192,3088,3024,64,5104,2.65284974093,37.6953125,synthesized,merge.fields,3,2,2,12288,3003,"{""literal"":2,""merge.fields"":1}","{""literal"":3015,""merge.fields"":4}","{""bitpack"":1,""huffman"":1}","{""bitpack"":2050,""huffman"":953}","{""bitpack"":4096,""huffman"":8192}","{""bitpack"":2048,""huffman"":880}",93d8a85ca36c6184
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,78,model.layers.8.self_attn.k_proj.weight,attention,BF16,1024x4096,8388608,5570963,5570901,62,2817645,1.50577341835,66.4110541344,synthesized,merge.fields,3,2,2,12582912,5570873,"{""literal"":2,""merge.fields"":1}","{""literal"":5570892,""merge.fields"":4}","{""rans"":2}","{""rans"":5570873}","{""rans"":12582912}","{""rans"":5567903}",04ecf32aa22a4a54
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,79,model.layers.8.self_attn.o_proj.weight,attention,BF16,4096x4096,33554432,22125410,22125348,62,11429022,1.51655639376,65.938860178,synthesized,merge.fields,3,2,2,50331648,22125319,"{""literal"":2,""merge.fields"":1}","{""literal"":22125339,""merge.fields"":4}","{""rans"":2}","{""rans"":22125319}","{""rans"":50331648}","{""rans"":22121869}",4a4be3194e7a320a
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,80,model.layers.8.self_attn.q_proj.weight,attention,BF16,4096x4096,33554432,22261420,22261358,62,11293012,1.50729072988,66.3442015648,synthesized,merge.fields,3,2,2,50331648,22261329,"{""literal"":2,""merge.fields"":1}","{""literal"":22261349,""merge.fields"":4}","{""rans"":2}","{""rans"":22261329}","{""rans"":50331648}","{""rans"":22257959}",210446e841a8a093
/workspace/Brevis/results/llama31-8b-shard1-extra-minimal/archives/llama-3.1-8b-bf16-shard1/budget-32/model-00001-of-00004.budget-32.brv,/workspace/checkpoints/llama-3.1-8b-bf16/model-00001-of-00004.safetensors,81,model.layers.8.self_attn.v_proj.weight,attention,BF16,1024x4096,8388608,5542454,5542392,62,2846154,1.51351874098,66.0712003708,synthesized,merge.fields,3,2,2,12582912,5542364,"{""literal"":2,""merge.fields"":1}","{""literal"":5542383,""merge.fields"":4}","{""rans"":2}","{""rans"":5542364}","{""rans"":12582912}","{""rans"":5539490}",2660eba2972a6231
